event_id_cnty,day,month,year,event_date,fatalities,disorder_type,event_type,sub_event_type,actor1,inter1,actor2,inter2,interaction,civilian_targeting,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,time_precision
NIR15340,2,February,2023,02-02-2023,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Tillaberi,Sakoira,Sakoira,14.2775,1.3985,2,Undisclosed Source,Local partner-Other,"On 2 February 2023, presumed IS Sahel militants killed an Anzourou village chief and abducted three other people in the commune of Anzourou, location coded as Sarakoira (Tillaberi, Tillaberi).",1
NIR29786,2,February,2023,02-02-2023,0,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (Sahel),2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Bankilare,Bankilare,Gadogo,14.4027,0.6859,1,Undisclosed Source,Local partner-Other,"On 2 February 2023, presumed IS Sahel militants abducted a Fulani marabout in the village of Gadogo (Tera, Tillaberi). The abducted was likely one of two men executed publicly by sword beheadings by IS Sahel militants in the area of Tera on 8 February (coded separately).",1
NIR15339,1,February,2023,01-02-2023,9,Political violence,Violence against civilians,Attack,Islamic State (Sahel),2,Civilians (Mali),7,27,Civilian targeting,Western Africa,Niger,Tahoua,Tillia,Tillia,Egareck,16.5242,4.6395,2,Twitter; Undisclosed Source; Whatsapp,Local partner-Other,"On 1 February 2023, IS Sahel militants attacked a camp harboring Malian IDPs and Nigeriens from the Dawsahak community about 20km west of Egareck (Tillia, Tillaberi). At least nine people were killed, one wounded, and six gone missing, one vehicle burned, and another vehicle, and 2850 sheep and 30 camels seized, the vehicle was later found abandoned.",1
NIR15357,31,January,2023,31-01-2023,0,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Maradi,Madarounfa,Safo,Kagara,13.3748,7.0099,1,Forces Armees Nigeriennes,Other,"Around 31 January 2023 (week of), an unidentified armed group abducted several people in the villages of Kagara (Madarounfa, Maradi) and Dan Dela (coded separately). Soldiers intervened and liberated the hostages. No clash was reported.",2
NIR15353,31,January,2023,31-01-2023,2,Political violence,Battles,Armed clash,Military Forces of Niger (2021-2023),1,Islamic State (Sahel),2,12,,Western Africa,Niger,Tahoua,Tillia,Tillia,Chinwaren,15.7597,4.1323,2,Forces Armees Nigeriennes,Other,"Around 31 January 2023 (week of), soldiers 'neutralized' (presumably killed) two militant watchmen (suspected to be IS Sahel) in the area Chinwaren (Tillia, Tillaberi).",2
NIR15354,31,January,2023,31-01-2023,0,Political violence,Battles,Armed clash,Military Forces of Niger (2021-2023),1,Unidentified Armed Group (Niger),3,13,,Western Africa,Niger,Agadez,Iferouane,Iferouane,Tchibarakaten,21.7452,9.067,2,Forces Armees Nigeriennes,Other,"Around 31 January 2023 (week of), a military escort and an unidentified armed group clashed in the area of Tabarkat [Tchibarakaten] (Iferouane, Agadez). Two soldiers were wounded, ten assailants arrested, and vehicles, weapons, ammunition, and phones seized by the soldiers.",2
NIR15355,31,January,2023,31-01-2023,0,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,2,Military Forces of Niger (2021-2023),1,12,,Western Africa,Niger,Tillaberi,Say,Tamou,Tamou,12.7555,2.1769,2,Forces Armees Nigeriennes,Other,"Around 31 January 2023 (week of), two soldiers were wounded by the explosion of an IED likely planted by JNIM militants south of Tamou (Say, Tillaberi).",2
NIR15356,31,January,2023,31-01-2023,0,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Maradi,Guidan Roumdji,Guidan Sori,Dan Dela,13.6054,6.4623,1,Forces Armees Nigeriennes,Other,"Around 31 January 2023 (week of), an unidentified armed group abducted several people in the villages of Dan Dela (Guidan Roumdji, Maradi) and Kagara (coded separately). Soldiers intervened and liberated the hostages. No clash was reported.",2
NIR15333,30,January,2023,30-01-2023,0,Political violence,Violence against civilians,Abduction/forced disappearance,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Diffa,N'Guigmi,N'Guigmi,Baram-Dowi,14.3453,13.2165,1,Facebook,New media,"On 30 January 2023, presumed Boko Haram (JAS) militants abducted several women in the village of Baram-Dowi (N'Guigmi, Diffa).",1
NIR15347,30,January,2023,30-01-2023,0,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),2,Civilians (Niger),7,27,,Western Africa,Niger,Tillaberi,Abala,Abala,Garin Bouzaye Takora,14.9019,3.2156,1,Urgence Tillabery,New media,"Looting: On 30 January 2023, overnight, presumed IS Sahel militants seized livestock in the village of Garin Bouzaye Takora (Abala, Tillaberi).",1
NIR29790,30,January,2023,30-01-2023,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Tera,Gorouol,Tegueye,14.6522,0.5354,1,Undisclosed Source,Local partner-Other,"Around 30 January 2023 (as reported), presumed IS Sahel militants killed a male IDP in Tegueye (Tera, Tillaberi).",2
NIR15341,30,January,2023,30-01-2023,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Ayerou,Ayerou,Firgoun,14.8071,0.8769,2,Undisclosed Source; Urgence Tillabery,Local partner-Other,"Around 30 January 2023 (as reported), the corpse of the Firgoun village chief was discovered after being abducted by IS Sahel militants on 15 January in the village of Firgoun (Ayerou, Tillaberi).",2
NIR15334,28,January,2023,28-01-2023,0,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Diffa,Diffa,Chetimari,NGual Kolo,13.421,12.3663,2,Undisclosed Source,Local partner-Other,"On 28 January 2023, an unidentified armed group abducted a Toubou man in the area of NGual Kolo (Diffa, Diffa). The abducted subsequently escaped.",1
NIR30231,28,January,2023,28-01-2023,0,Political violence,Explosions/Remote violence,Air/drone strike,MNJTF: Multinational Joint Task Force,8,Islamic State (West Africa),2,28,,Western Africa,Niger,Diffa,Diffa,Chetimari,Afofo,13.0917,12.3533,2,Actu (Niger); Forces Armees Nigeriennes,Other-National,"On 28 January 2023, Nigerien troops of MNTJF in collaboration with Nigerian troops and with U.S. drone support carried out a drone strike that was targeted at an ISWAP base near Afofo (Chetimari) and the Matari forest along the border between Niger and Nigeria. The strikes lasted for two days [coded separately], the militants' base was destroyed, they were dispersed, 36 suspected militants were arrested by ground forces, and a vehicle transporting counterfeit medicine intercepted near Tam (Maine Soroa, Diffa). Casualties are unknown.",1
NIR15330,27,January,2023,27-01-2023,3,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Agadez,Tchirozerine,Tabelot,Amzigar,17.4581,9.5459,2,Air Info,Subnational,"On 27 January 2023, an unidentified armed group aboard several vehicles chased down another vehicle and shot and killed the three occupants east of the village Amzigar (Tchirozerine, Agadez).",1
NIR15344,27,January,2023,27-01-2023,0,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Maradi,Ville de Maradi,Maradi II,Maradi,13.5,7.1017,1,Le Souffle de Maradi,New media,"On 27 January 2023, an unidentified armed group attacked and wounded a business and hijacked his vehicle during an attempted abduction in the Ali Dan Sofo quarter in the town of Maradi (Ville de Maradi, Maradi).",1
NIR15346,27,January,2023,27-01-2023,2,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Maradi,Madarounfa,Madarounfa,Nyelwa,13.15,7.2068,2,Le Souffle de Maradi,New media,"On 27 January 2023, an unidentified armed group attacked a Tuareg nomad camp near Nyelwa (Madarounfa, Maradi). Two people were killed, one wounded, and camels, cows, and small ruminants seized.",1
NIR30230,27,January,2023,27-01-2023,0,Political violence,Explosions/Remote violence,Air/drone strike,MNJTF: Multinational Joint Task Force,8,Islamic State (West Africa),2,28,,Western Africa,Niger,Diffa,Diffa,Chetimari,Afofo,13.0917,12.3533,2,Actu (Niger); Forces Armees Nigeriennes,Other-National,"On 27 January 2023, Nigerien troops of MNTJF in collaboration with Nigerian troops and with U.S. drone support carried out a drone strike that was targeted at an ISWAP base near Afofo (Chetimari) and the Matari forest along the border between Niger and Nigeria. The strikes lasted for two days [coded separately], the militants' base was destroyed, they were dispersed, 36 suspected militants were arrested by ground forces, and a vehicle transporting counterfeit medicine intercepted near Tam (Maine Soroa, Diffa). Casualties are unknown.",1
NIR15345,27,January,2023,27-01-2023,2,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Diffa,Maine Soroa,Maine Soroa,Boudoum,13.1641,12.2554,1,Facebook; Jeunesse Diffa; Undisclosed Source,Local partner-Other,"On 27 January 2023, an unidentified armed group attacked a vehicle in the village of Issari Boudoum [Boudoum] (Maine Soroa, Diffa). At least two people were killed including a driver of the Bosso secretary-general/prefecture and others were wounded.",1
NIR15343,25,January,2023,25-01-2023,0,Political violence,Violence against civilians,Attack,Islamic State (Sahel),2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Ouallam,Tondikiwindi,Tondikiwindi,14.4602,2.0305,2,Undisclosed Source,Local partner-Other,"On 25 January 2023, IS Sahel militants assaulted two youths who were aboard a cart searching for dry herbs near Tondikiwindi (Ouallam, Tillaberi).",1
NIR15321,25,January,2023,25-01-2023,0,Strategic developments,Strategic developments,Other,Civilians (Niger),7,,0,70,,Western Africa,Niger,Tillaberi,Tera,Gorouol,Tegueye,14.6522,0.5354,1,Tadress24info; Undisclosed Source; Whatsapp,Local partner-Other,"Displacement: On 25 January 2023, more than thousand households fled the village of Tegueye (Tera, Tillaberi) after presumed IS Sahel militants ordered them to leave.",1
NIR15324,24,January,2023,24-01-2023,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Tera,Kokorou,Fambita,14.3357,0.9015,2,Whatsapp,New media,"On 24 January 2023, presumed IS Sahel militants abducted a marabout and burned his house and property in the village of Fambita (Tera, Tillaberi). The militants killed the marabout by point blank execution a few kilometers from the village.",1
NIR15326,24,January,2023,24-01-2023,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Tera,Kokorou,Zaney,14.4516,0.8619,1,Whatsapp,New media,"On 24 January 2023, presumed IS Sahel militants killed a man and burned houses in the village of Zaney (Tera, Tillaberi).",1
NIR15335,24,January,2023,24-01-2023,0,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Diffa,N'Guigmi,Kablewa,Kablewa,13.9768,12.9785,2,Undisclosed Source,Local partner-Other,"On 24 January 2023, an unidentified armed group abducted a man and his two daughters in the commune of Kablewa, location coded as Kablewa (N'Guigmi, Diffa). The abductors demanded ransom for their release.",1
NIR15338,24,January,2023,24-01-2023,2,Political violence,Battles,Armed clash,Military Forces of Niger (2021-2023),1,Islamic State (Sahel),2,12,,Western Africa,Niger,Tahoua,Tahoua,Tebaram,Chiliguidalane,15.0166,4.7171,2,Facebook; Forces Armees Nigeriennes; Twitter; Undisclosed Source,Local partner-Other,"On 24 January 2023, Nigerien and French forces conducted a combined air and ground operation involving an airstrike against IS Sahel militants in the area of Chiliguidalane (Tahoua, Tahoua). Two militants were killed and motorcycles destroyed.",1
NIR15342,23,January,2023,23-01-2023,4,Political violence,Violence against civilians,Attack,Islamic State (Sahel),2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tahoua,Tahoua,Tebaram,Koukamame,14.7495,4.367,1,Facebook; Undisclosed Source,Local partner-Other,"On 23 January 2023, IS Sahel militants killed four members of a family including a man, a woman, and their two children, and wounded another child in the village of Koukamame (Tahoua, Tahoua). The family was targeted because the man had denounced militant activities during a demonstration in Tebaram.",1
NIR15320,21,January,2023,21-01-2023,0,Strategic developments,Strategic developments,Agreement,Djerma Ethnic Militia (Niger),4,Fulani Ethnic Militia (Niger),4,44,,Western Africa,Niger,Tillaberi,Banibangou,Banibangou,Banibangou,15.0393,2.7016,1,Actu (Niger); Studio Kalangou; Twitter; Urgence Tillabery,New media-National,"On 21 January 2023, members from the Djerma and Fulani communities signed a peace agreement in the town Bani Bangou (Banibangou, Tillaberi). Representatives from the Tuareg, Arab, and Haoussa communities also signed the agreement. The agreement was signed to end years of conflict which largely has transpired in fighting between self-defense militiamen of the Vigilance Committee of Banibangou and IS Sahel militants, and retaliatory attacks against respective community.",1
NIR15332,21,January,2023,21-01-2023,2,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,2,Military Forces of Niger (2021-2023),1,12,,Western Africa,Niger,Tillaberi,Say,Tamou,Tamou,12.7555,2.1769,1,Twitter; Undisclosed Source,Local partner-Other,"On 21 January 2023, presumed JNIM militants carried out a complex ambush involving the explosion of an IED and gunfire against soldiers in Tamou (Say, Tillaberi). At least two soldiers were killed and others wounded.",1
NIR15315,20,January,2023,20-01-2023,0,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Maradi,Madarounfa,Gabi,Kabobi,13.114,7.0556,2,Undisclosed Source,Local partner-Other,"On 20 January 2023, an unidentified armed group coming from Nigeria abducted a pastoralist man along with his herd of livestock in the bush near the village of Kabobi (Madarounfa, Maradi). Military forces launched a pursuit and recovered the livestock. No clash was reported.",1
NIR15322,19,January,2023,19-01-2023,0,Political violence,Battles,Armed clash,Unidentified Armed Group (Niger),3,Police Forces of Niger (2021-2023) National Guard,1,13,,Western Africa,Niger,Agadez,Arlit,Arlit,Arlit,18.74,7.39,1,Undisclosed Source,Local partner-Other,"On 19 January 2023, an unidentified armed group aboard a vehicle robbed a gold shop and seized gold and cash in the town of Arlit (Arlit, Agadez). National guards intervened and exchanged gunfire with the assailants who fled. There were no casualties.",1
NIR15318,19,January,2023,19-01-2023,0,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),2,Civilians (Niger),7,27,,Western Africa,Niger,Tillaberi,Ouallam,Tondikiwindi,Mangaize,14.6806,1.9508,2,Undisclosed Source,Local partner-Other,"Looting: On 19 January 2023, IS Sahel militants seized livestock in a hamlet about 25km west of Mangaize (Ouallam, Tillaberi).",1
NIR15301,18,January,2023,18-01-2023,0,Political violence,Violence against civilians,Abduction/forced disappearance,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Diffa,N'Guigmi,N'Guigmi,Rimi Blakoura,14.3312,13.2704,1,Twitter; Urgence Diffa,New media,"On 18 January 2023, presumed Boko Haram (JAS) militants abducted four women in the village of Rimi [Rimi Blakoura] (N'Guigmi, Diffa).",1
NIR15316,18,January,2023,18-01-2023,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Maradi,Madarounfa,Gabi,Goumouta,13.0194,7.068,1,Undisclosed Source,Local partner-Other,"Looting: On 18 January 2023, an unidentified armed group aboard motorcycles seized livestock and cell phones in the village of Goumouta (Madarounfa, Maradi).",1
NIR15308,18,January,2023,18-01-2023,11,Political violence,Violence against civilians,Attack,Military Forces of Niger (2021-2023),1,Civilians (Niger),7,17,Civilian targeting,Western Africa,Niger,Tillaberi,Gotheye,Dargol,Doulgou,13.746,1.0083,1,Forces Armees Nigeriennes; Whatsapp,Other-New media,"On 18 January 2023, soldiers killed several people from the Fulani community who were then buried in a mass grave in the village of Doulgou (Gotheye, Tillaberi). The Nigerien Armed Forces (FAN) said in a statement that they had 'neutralized' 11 militants (suspected JNIM), destroyed a logistic plot and 13 motorcycles. It cannot be independently verified whether those killed were civilians or militants. 11 fatalities coded.",1
NIR15325,17,January,2023,17-01-2023,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Tera,Kokorou,Bera,14.3739,0.8748,1,Undisclosed Source,Local partner-Other,"On 17 January 2023, presumed IS Sahel militants attacked the village of Bera (Tera, Tillaberi). One person was killed and livestock seized.",1
NIR15329,17,January,2023,17-01-2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Agadez,Ingall,Ingall,Amataltal,16.2117,7.1678,2,Undisclosed Source,Local partner-Other,"On 17 January 2023, two unidentified armed individuals aboard a motorcycle attacked two persons on a motorcycle in Garnado about 15km south of Amataltal (Ingall, Agadez). One person was killed, the other wounded, and the motorcycle seized by the assailants.",1
NIR15348,17,January,2023,17-01-2023,0,Demonstrations,Protests,Peaceful protest,Protesters (Niger),6,,0,60,,Western Africa,Niger,Tahoua,Tahoua,Tebaram,Tebaram,14.836,4.4583,1,Facebook; Studio Kalangou; Undisclosed Source,Local partner-Other,"On 17 January 2023, a large number of people demonstrated in the town of Tebaram (Tahoua, Tahoua). The demonstrators denounced banditry and militancy and a ban on selling fuel.",1
NIR15304,17,January,2023,17-01-2023,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),2,Civilians (Mali),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Ayerou,Ayerou,Ayorou,14.7326,0.9109,1,Whatsapp,New media,"On 17 January 2023, suspected IS Sahel militants killed a Malian cattle trader at his domicile in the town of Ayorou (Ayerou, Tillaberi).",1
NIR15299,16,January,2023,16-01-2023,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Tillaberi,Filingue,Tondikandia,Damana,13.8985,3.0747,1,Urgence Tillabery,New media,"Looting: On 16 January 2023, unidentified armed men robbed two money transfer agencies in Damana (Filingue, Tillaberi).",1
NIR15310,16,January,2023,16-01-2023,0,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),2,Civilians (Niger),7,27,,Western Africa,Niger,Tillaberi,Abala,Sanam,Abarey,15.0771,3.7855,1,Urgence Tillabery,New media,"Property destruction: On 16 January 2023, presumed IS Sahel militants destroyed a telecommunications antenna in the village of Abarey (Abala, Tillaberi).",1
NIR15312,16,January,2023,16-01-2023,0,Strategic developments,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,2,Civilians (Niger),7,27,,Western Africa,Niger,Tillaberi,Torodi,Torodi,Djoga,13.1258,1.7541,1,Urgence Tillabery,New media,"Property destruction: On 16 January 2023, presumed JNIM militants burned a school in the village of Djoga Bilingue [Djoga] (Torodi, Tillaberi).",1
NIR15313,16,January,2023,16-01-2023,0,Strategic developments,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,2,Civilians (Niger),7,27,,Western Africa,Niger,Tillaberi,Torodi,Torodi,Djoga Daba,13.1209,1.7419,1,Urgence Tillabery,New media,"Property destruction: On 16 January 2023, presumed JNIM militants burned a school in the village of Djoga Daba (Torodi, Tillaberi).",1
NIR15319,16,January,2023,16-01-2023,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Zinder,Takeita,Dakoussa,Aroungouza,14.0308,8.9452,2,Undisclosed Source,Local partner-Other,"Looting: On 16 January 2023, an unidentified armed group on motorcycles intercepted a vehicle and seized cash and cell phones from the occupants near Aroungouza (Takeita, Zinder). Gendarmes deployed to the scene and arrested two individuals.",1
NIR15323,16,January,2023,16-01-2023,1,Political violence,Violence against civilians,Attack,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Diffa,N'Guigmi,N'Guigmi,Kimegana,14.2614,13.1516,1,Undisclosed Source,Local partner-Other,"On 16 January 2023, Boko Haram (JAS) militants abducted a family and killed a man in the village of Kimegana (N'Guigmi, Diffa). Military forces intervened and liberated those abducted. No clash was reported.",1
NIR15331,16,January,2023,16-01-2023,0,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Maradi,Gazaoua,Gangara,Guidan Chinaou,13.3278,7.7732,1,Undisclosed Source,Local partner-Other,"On 16 January 2023, an unidentified armed group (presumably Nigerian) assaulted two money exchangers and seized cash in the village Guidan Chinaou (Gazaoua, Maradi).",1
NIR15311,15,January,2023,15-01-2023,0,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),2,Civilians (Niger),7,27,,Western Africa,Niger,Tahoua,Tahoua,Tebaram,Tebaram,14.836,4.4583,2,Undisclosed Source,Local partner-Other,"Property destruction: On 15 January 2023, suspected IS Sahel militants intercepted and burned a civilian vehicle about 5km from the village of Tebaram (Tahoua, Tahoua).",1
NIR15314,15,January,2023,15-01-2023,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Agadez,Arlit,Arlit,Arlit,18.74,7.39,2,Undisclosed Source,Local partner-Other,"Looting: On 15 January 2023, an unidentified armed group aboard a vehicle intercepted another vehicle about 145km south of Arlit (Arlit, Agadez). The assailants seized cash, cell and satellite phones, and clothing from the occupants of the vehicle.",1
NIR15309,15,January,2023,15-01-2023,3,Political violence,Violence against civilians,Attack,Military Forces of Niger (2021-2023),1,Civilians (Niger),7,17,Civilian targeting,Western Africa,Niger,Tahoua,Tillia,Tillia,Eknewane,15.7196,4.5024,2,Tadress24info; Undisclosed Source,Local partner-Other,"On 15 January 2023, soldiers killed three pastoralist men near the village of Eknewane (Tillia, Tahoua).",1
NIR15305,15,January,2023,15-01-2023,0,Political violence,Violence against civilians,Attack,Islamic State (Sahel),2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Ayerou,Ayerou,Firgoun,14.8071,0.8769,1,Undisclosed Source; Urgence Tillabery,Local partner-Other,"On 15 January 2023, presumed IS Sahel militants abducted the village chief and severely wounded his son in the village of Firgoun (Ayerou, Tillaberi).",1
NIR15327,14,January,2023,14-01-2023,1,Political violence,Violence against civilians,Attack,Islamic State (West Africa) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Diffa,Diffa,Diffa,Diffa,13.32,12.61,2,Undisclosed Source,Local partner-Other,"On 14 January 2023, ISWAP or Boko Haram militants killed a male gardener (said to be an informant) in the village of Tchiane, location coded as Diffa (Diffa, Diffa).",1
NIR15328,14,January,2023,14-01-2023,0,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Tahoua,Tahoua,Bambeye,Illelawa,14.7013,5.0155,1,Undisclosed Source,Local partner-Other,"On 14 January 2023, an unidentified armed group wounded a pastoralist man and seized several sheep in Ilawata [Illelawa] (Tahoua, Tahoua).",1
NIR15303,13,January,2023,13-01-2023,0,Political violence,Violence against civilians,Abduction/forced disappearance,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Diffa,N'Guigmi,N'Guigmi,Koudoukindilla,14.2809,13.1431,1,Facebook,New media,"On 13 January 2023, a Boko Haram (JAS) militant abducted his daughter in the village of Koudoukindilla (N'Guigmi, Diffa). According to the source, he was looking for his wife.",1
NIR15317,13,January,2023,13-01-2023,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Tahoua,Tillia,Tillia,Assagueyguey,15.5383,4.2976,1,Undisclosed Source,Local partner-Other,"Looting: On 13 January 2023, overnight, an unidentified armed man accompanied by a woman seized the motorcycle from the owner in the village of Assagueyguey (Tillia, Tahoua).",1
NIR15287,12,January,2023,12-01-2023,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Tillaberi,Anzourou,Doukou Koira Tegui,14.44,1.28,1,Undisclosed Source,Local partner-Other,"On 12 January 2023, presumed IS Sahel militants attacked the village of Doukou Koira Tegui (Tillaberi, Tillaberi). One person was killed, seven wounded, and livestock seized.",1
NIR15290,12,January,2023,12-01-2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Agadez,Tchirozerine,Agadez,Agadez,16.97,7.99,1,Air Info,Subnational,"On 12 January 2023, an unidentified armed group shot and killed a young man in the Dagmanet quarter in the town of Agadez (Tchirozerine, Agadez).",1
NIR15300,11,January,2023,11-01-2023,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Tillaberi,Abala,Abala,Tarbiat,15.0305,3.4683,2,Urgence Tillabery,New media,"Looting: On 11 January 2023, two unidentified armed men intercepted three vehicles and stripped the occupants of their belongings near Tarbiat (Abala, Tillaberi).",1
NIR15306,10,January,2023,10-01-2023,2,Political violence,Violence against civilians,Attack,Islamic State (Sahel),2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Tera,Tera,Tera,14.007,0.7562,2,Undisclosed Source,Local partner-Other,"On 10 January 2023, presumed IS Sahel militants removed two men from a vehicle and killed them about 5km from the town of Tera (Tera, Tillaberi), on the road to Doungourou.",1
NIR15307,10,January,2023,10-01-2023,1,Political violence,Violence against civilians,Attack,Islamic State (West Africa) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Diffa,Bosso,Bosso,Boulayi,13.6005,13.2302,2,Undisclosed Source,Local partner-Other,"On 10 January 2023, presumed ISWAP or Boko Haram (JAS) militants killed a man near the village of Boulayi (Bosso, Diffa).",1
NIR15302,9,January,2023,09-01-2023,2,Political violence,Battles,Armed clash,Military Forces of Niger (2021-2023),1,Islamic State (Sahel),2,12,,Western Africa,Niger,Tahoua,Tillia,Tillia,Bakorat,16.0258,4.3572,2,Undisclosed Source,Local partner-Other,"On 9 January 2023, soldiers killed two IS Sahel militants in the area of Bakorat (Tillia, Tahoua).",1
NIR15284,8,January,2023,08-01-2023,0,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa),2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Diffa,Maine Soroa,Maine Soroa,Maine Soroa,13.2114,12.0241,1,Undisclosed Source,Local partner-Other,"On 8 January 2023, Boko Haram militants (presumably ISWAP) abducted a merchant along with his vehicle in the town of Maine Soroa (Maine Soroa, Diffa). The vehicle broke down and was abandoned near Gremadi.",1
NIR15285,8,January,2023,08-01-2023,0,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa),2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Diffa,Diffa,Chetimari,Maissirodi,13.3245,12.3836,1,Undisclosed Source,Local partner-Other,"On 8 January 2023, Boko Haram militants (presumably ISWAP) abducted five children in the village of Maissirodi (Diffa, Diffa).",1
